id,Symbol,Date,Open,Close,Volume
0,AMZN,2021-01-04,163.5,159.331497192383,88228000
1,AMZN,2021-01-05,158.300506591797,160.925506591797,53110000
2,AMZN,2021-01-06,157.324005126953,156.919006347656,87896000
3,AMZN,2021-01-07,157.850006103516,158.108001708984,70290000
4,AMZN,2021-01-08,159,159.134994506836,70754000
5,AMZN,2021-01-11,157.400497436523,155.710494995117,73668000
6,AMZN,2021-01-12,156,156.04150390625,70292000
7,AMZN,2021-01-13,156.421997070313,158.294494628906,66424000
8,AMZN,2021-01-14,158.376007080078,156.373504638672,61418000
9,AMZN,2021-01-15,156.151000976563,155.212493896484,84880000
10,AMZN,2021-01-19,155.350006103516,156.037994384766,66102000
11,AMZN,2021-01-20,159.099502563477,163.169006347656,106196000
12,AMZN,2021-01-21,164.649993896484,165.349502563477,98722000
13,AMZN,2021-01-22,165.21549987793,164.61149597168,56438000
14,AMZN,2021-01-25,166.425003051758,164.699996948242,74996000
15,AMZN,2021-01-26,164.817993164063,166.306503295898,59104000
16,AMZN,2021-01-27,167.074493408203,161.628997802734,93204000
17,AMZN,2021-01-28,161.751998901367,161.880996704102,62984000
18,AMZN,2021-01-29,161.5,160.309997558594,85872000
19,AMZN,2021-02-01,162.11799621582,167.143997192383,83204000
20,AMZN,2021-02-02,169,169,141972000
21,AMZN,2021-02-03,171.250503540039,165.626495361328,141776000
22,AMZN,2021-02-04,166.5,166.550003051758,73414000
23,AMZN,2021-02-05,165.949996948242,167.607498168945,72416000
24,AMZN,2021-02-08,167.925003051758,166.147003173828,65148000
25,AMZN,2021-02-09,165.624496459961,165.25,44070000
26,AMZN,2021-02-10,165.699996948242,164.328994750977,63032000
27,AMZN,2021-02-11,164.600006103516,163.106506347656,46028000
28,AMZN,2021-02-12,162.5,163.885498046875,46706000
29,AMZN,2021-02-16,162.702499389648,163.447494506836,51494000
30,AMZN,2021-02-17,163.179992675781,165.432006835938,65950000
31,AMZN,2021-02-18,164.121002197266,166.411499023438,60548000
32,AMZN,2021-02-19,166.411499023438,162.494995117188,86104000
33,AMZN,2021-02-22,160.406494140625,159.037002563477,70314000
34,AMZN,2021-02-23,156.351501464844,159.725006103516,93544000
35,AMZN,2021-02-24,158.337493896484,157.976501464844,60226000
36,AMZN,2021-02-25,156.837005615234,152.858001708984,90676000
37,AMZN,2021-02-26,154.759994506836,154.646499633789,85518000
38,AMZN,2021-03-01,156.394500732422,157.307006835938,54582000
39,AMZN,2021-03-02,157.173492431641,154.726501464844,51916000
40,AMZN,2021-03-03,154.059005737305,150.25,79774000
41,AMZN,2021-03-04,150.600006103516,148.878494262695,109632000
42,AMZN,2021-03-05,150.25,150.022994995117,107772000
43,AMZN,2021-03-08,150.75,147.597503662109,83700000
44,AMZN,2021-03-09,150.899505615234,153.142501831055,80600000
45,AMZN,2021-03-10,154.922500610352,152.88200378418,60250000
46,AMZN,2021-03-11,155.200500488281,155.679504394531,55528000
47,AMZN,2021-03-12,153.75,154.474502563477,48438000
48,AMZN,2021-03-15,153.728500366211,154.083999633789,58272000
49,AMZN,2021-03-16,155.248504638672,154.593002319336,50776000
50,AMZN,2021-03-17,153.660995483398,156.786499023438,62372000
51,AMZN,2021-03-18,155.050003051758,151.399505615234,72992000
52,AMZN,2021-03-19,151.461502075195,153.748001098633,92508000
53,AMZN,2021-03-22,153.392501831055,155.543502807617,58044000
54,AMZN,2021-03-23,156.350006103516,156.875,76346000
55,AMZN,2021-03-24,157.552001953125,154.353500366211,59180000
56,AMZN,2021-03-25,153.649505615234,152.313003540039,71270000
57,AMZN,2021-03-26,152.203002929688,152.601501464844,66258000
58,AMZN,2021-03-29,152.772003173828,153.786499023438,54920000
59,AMZN,2021-03-30,153.500503540039,152.764495849609,46752000
60,AMZN,2021-03-31,153.203002929688,154.703994750977,61878000
61,AMZN,2021-04-01,155.897003173828,158.050003051758,58806000
62,AMZN,2021-04-05,158.649993896484,161.336502075195,66698000
63,AMZN,2021-04-06,161.1875,161.190994262695,50756000
64,AMZN,2021-04-07,161.690002441406,163.969497680664,66924000
65,AMZN,2021-04-08,165.544998168945,164.964996337891,56242000
66,AMZN,2021-04-09,165.235000610352,168.610000610352,86830000
67,AMZN,2021-04-12,167.760498046875,168.969497680664,65636000
68,AMZN,2021-04-13,170.042495727539,170,66316000
69,AMZN,2021-04-14,170.201995849609,166.649993896484,62904000
70,AMZN,2021-04-15,168.550003051758,168.954498291016,64672000
71,AMZN,2021-04-16,169,169.97200012207,63720000
72,AMZN,2021-04-19,169.516494750977,168.600494384766,54508000
73,AMZN,2021-04-20,168.679992675781,166.734497070313,52460000
74,AMZN,2021-04-21,165.800003051758,168.100997924805,44224000
75,AMZN,2021-04-22,168.583999633789,165.451995849609,51612000
76,AMZN,2021-04-23,165.955001831055,167.044006347656,63856000
77,AMZN,2021-04-26,167.399993896484,170.449996948242,97614000
78,AMZN,2021-04-27,172.173492431641,170.871505737305,76542000
79,AMZN,2021-04-28,171.740005493164,172.925003051758,92638000
80,AMZN,2021-04-29,175.255004882813,173.565505981445,153648000
81,AMZN,2021-04-30,176.255996704102,173.371002197266,140186000
82,AMZN,2021-05-03,174.23649597168,169.324493408203,117510000
