id,Symbol,Date,Open,High,Low,Close,Adj Close,Volume
23,AMZN,2021-02-05,165.949996948242,168.850006103516,165.135498046875,167.607498168945,167.607498168945,72416000
24,AMZN,2021-02-08,167.925003051758,168.25,165.199996948242,166.147003173828,166.147003173828,65148000
25,AMZN,2021-02-09,165.624496459961,166.899993896484,164.891998291016,165.25,165.25,44070000
26,AMZN,2021-02-10,165.699996948242,165.897506713867,162.699996948242,164.328994750977,164.328994750977,63032000
27,AMZN,2021-02-11,164.600006103516,164.600006103516,162.40299987793,163.106506347656,163.106506347656,46028000
28,AMZN,2021-02-12,162.5,164.012496948242,161.665496826172,163.885498046875,163.885498046875,46706000
29,AMZN,2021-02-16,162.702499389648,165.414993286133,162.679504394531,163.447494506836,163.447494506836,51494000
30,AMZN,2021-02-17,163.179992675781,166.045501708984,162.975006103516,165.432006835938,165.432006835938,65950000
31,AMZN,2021-02-18,164.121002197266,166.899993896484,163.697006225586,166.411499023438,166.411499023438,60548000
32,AMZN,2021-02-19,166.411499023438,166.675003051758,162.287506103516,162.494995117188,162.494995117188,86104000
33,AMZN,2021-02-22,160.406494140625,161.615997314453,158.613006591797,159.037002563477,159.037002563477,70314000
34,AMZN,2021-02-23,156.351501464844,160.23649597168,154.679992675781,159.725006103516,159.725006103516,93544000
35,AMZN,2021-02-24,158.337493896484,158.561492919922,156.268997192383,157.976501464844,157.976501464844,60226000
36,AMZN,2021-02-25,156.837005615234,158.912994384766,152.388000488281,152.858001708984,152.858001708984,90676000
37,AMZN,2021-02-26,154.759994506836,156.121994018555,151.835006713867,154.646499633789,154.646499633789,85518000
38,AMZN,2021-03-01,156.394500732422,157.477996826172,154.899505615234,157.307006835938,157.307006835938,54582000
39,AMZN,2021-03-02,157.173492431641,158.175994873047,154.356002807617,154.726501464844,154.726501464844,51916000
40,AMZN,2021-03-03,154.059005737305,155.389007568359,149.75,150.25,150.25,79774000
41,AMZN,2021-03-04,150.600006103516,152.906494140625,147.271499633789,148.878494262695,148.878494262695,109632000
42,AMZN,2021-03-05,150.25,150.449996948242,144.050003051758,150.022994995117,150.022994995117,107772000
43,AMZN,2021-03-08,150.75,153.229507446289,147.565505981445,147.597503662109,147.597503662109,83700000
44,AMZN,2021-03-09,150.899505615234,154.548004150391,150.257507324219,153.142501831055,153.142501831055,80600000
45,AMZN,2021-03-10,154.922500610352,155.822998046875,151.502502441406,152.88200378418,152.88200378418,60250000
46,AMZN,2021-03-11,155.200500488281,156.589004516602,154.146499633789,155.679504394531,155.679504394531,55528000
47,AMZN,2021-03-12,153.75,154.949005126953,152.274993896484,154.474502563477,154.474502563477,48438000
48,AMZN,2021-03-15,153.728500366211,154.111999511719,151.604507446289,154.083999633789,154.083999633789,58272000
49,AMZN,2021-03-16,155.248504638672,156.445495605469,153.792999267578,154.593002319336,154.593002319336,50776000
50,AMZN,2021-03-17,153.660995483398,158.652496337891,153.511001586914,156.786499023438,156.786499023438,62372000
51,AMZN,2021-03-18,155.050003051758,155.831497192383,151.25,151.399505615234,151.399505615234,72992000
52,AMZN,2021-03-19,151.461502075195,153.864501953125,150.831497192383,153.748001098633,153.748001098633,92508000
53,AMZN,2021-03-22,153.392501831055,156.328994750977,153.002502441406,155.543502807617,155.543502807617,58044000
54,AMZN,2021-03-23,156.350006103516,159.100006103516,156.042495727539,156.875,156.875,76346000
55,AMZN,2021-03-24,157.552001953125,158.015502929688,154.257507324219,154.353500366211,154.353500366211,59180000
56,AMZN,2021-03-25,153.649505615234,155.488998413086,151.856994628906,152.313003540039,152.313003540039,71270000
57,AMZN,2021-03-26,152.203002929688,152.832992553711,149.800003051758,152.601501464844,152.601501464844,66258000
58,AMZN,2021-03-29,152.772003173828,154.5625,151.422500610352,153.786499023438,153.786499023438,54920000
59,AMZN,2021-03-30,153.500503540039,153.649993896484,151.699996948242,152.764495849609,152.764495849609,46752000
60,AMZN,2021-03-31,153.203002929688,155.966506958008,153.125,154.703994750977,154.703994750977,61878000
61,AMZN,2021-04-01,155.897003173828,158.121994018555,155.777496337891,158.050003051758,158.050003051758,58806000
62,AMZN,2021-04-05,158.649993896484,161.798004150391,158.061996459961,161.336502075195,161.336502075195,66698000
63,AMZN,2021-04-06,161.1875,162.365493774414,160.852005004883,161.190994262695,161.190994262695,50756000
64,AMZN,2021-04-07,161.690002441406,165.18049621582,161.182495117188,163.969497680664,163.969497680664,66924000
65,AMZN,2021-04-08,165.544998168945,166.225006103516,164.600006103516,164.964996337891,164.964996337891,56242000
66,AMZN,2021-04-09,165.235000610352,168.610000610352,164.445007324219,168.610000610352,168.610000610352,86830000
67,AMZN,2021-04-12,167.760498046875,169.751998901367,167.557495117188,168.969497680664,168.969497680664,65636000
68,AMZN,2021-04-13,170.042495727539,171.600006103516,169.781494140625,170,170,66316000
69,AMZN,2021-04-14,170.201995849609,170.206497192383,166.300003051758,166.649993896484,166.649993896484,62904000
70,AMZN,2021-04-15,168.550003051758,169.850006103516,167.600006103516,168.954498291016,168.954498291016,64672000
71,AMZN,2021-04-16,169,170.339996337891,167.779495239258,169.97200012207,169.97200012207,63720000
72,AMZN,2021-04-19,169.516494750977,171.796493530273,168.007995605469,168.600494384766,168.600494384766,54508000
73,AMZN,2021-04-20,168.679992675781,169.149505615234,165.800003051758,166.734497070313,166.734497070313,52460000
74,AMZN,2021-04-21,165.800003051758,168.143005371094,165.190505981445,168.100997924805,168.100997924805,44224000
75,AMZN,2021-04-22,168.583999633789,168.643493652344,165.072494506836,165.451995849609,165.451995849609,51612000
76,AMZN,2021-04-23,165.955001831055,168.75,165.425003051758,167.044006347656,167.044006347656,63856000
77,AMZN,2021-04-26,167.399993896484,171.422500610352,166.546997070313,170.449996948242,170.449996948242,97614000
78,AMZN,2021-04-27,172.173492431641,173,169.900497436523,170.871505737305,170.871505737305,76542000
79,AMZN,2021-04-28,171.740005493164,174.494003295898,171.25,172.925003051758,172.925003051758,92638000
80,AMZN,2021-04-29,175.255004882813,175.722503662109,171.75,173.565505981445,173.565505981445,153648000
81,AMZN,2021-04-30,176.255996704102,177.699996948242,173.125,173.371002197266,173.371002197266,140186000
82,AMZN,2021-05-03,174.23649597168,174.332504272461,168.634994506836,169.324493408203,169.324493408203,117510000
83,AMZN,2021-05-04,167.809494018555,168.399002075195,163.606506347656,165.593505859375,165.593505859375,108788000
84,AMZN,2021-05-05,166.942993164063,167.735000610352,163.218002319336,163.526992797852,163.526992797852,74226000
85,AMZN,2021-05-06,163.5,165.720001220703,162.360000610352,165.318496704102,165.318496704102,88954000
86,AMZN,2021-05-07,165.954498291016,166.544494628906,164.453506469727,164.580505371094,164.580505371094,94206000
87,AMZN,2021-05-10,164.115997314453,164.149993896484,159.5,159.524505615234,159.524505615234,116772000
88,AMZN,2021-05-11,156.813995361328,161.899993896484,156.368499755859,161.195495605469,161.195495605469,92396000
89,AMZN,2021-05-12,159.25,160.397003173828,156.654998779297,157.59700012207,157.59700012207,98728000
90,AMZN,2021-05-13,159.273498535156,160.192001342773,156.649993896484,158.073501586914,158.073501586914,67018000
91,AMZN,2021-05-14,159.27799987793,161.442993164063,159.149993896484,161.145004272461,161.145004272461,66500000
92,AMZN,2021-05-17,162.296493530273,164.637496948242,161.729507446289,163.519500732422,163.519500732422,74478000
93,AMZN,2021-05-18,164.628997802734,165.600006103516,161.518493652344,161.613998413086,161.613998413086,56568000
94,AMZN,2021-05-19,159.75,161.737503051758,159.199996948242,161.589996337891,161.589996337891,53594000
95,AMZN,2021-05-20,162.220001220703,162.983993530273,161.809005737305,162.384002685547,162.384002685547,52664000
96,AMZN,2021-05-21,162.5,162.834503173828,159.850494384766,160.154006958008,160.154006958008,82098000
97,AMZN,2021-05-24,160.774993896484,162.897506713867,160.524993896484,162.249496459961,162.249496459961,48456000
98,AMZN,2021-05-25,163.33349609375,163.990997314453,160.688003540039,162.952499389648,162.952499389648,65222000
99,AMZN,2021-05-26,163.729507446289,164.786499023438,162.925506591797,163.257995605469,163.257995605469,47680000
100,AMZN,2021-05-27,162.800003051758,163.018005371094,161.501998901367,161.505493164063,161.505493164063,51224000
101,AMZN,2021-05-28,162.100006103516,162.399505615234,160.985000610352,161.153503417969,161.153503417969,46596000
102,AMZN,2021-06-01,162.175003051758,162.54899597168,160.453002929688,160.932495117188,160.932495117188,48600000
103,AMZN,2021-06-02,161.154998779297,161.75,160.399993896484,161.699493408203,161.699493408203,40290000
104,AMZN,2021-06-03,160.211502075195,160.72200012207,159.201507568359,159.350494384766,159.350494384766,47966000
105,AMZN,2021-06-04,160.600006103516,161.050003051758,159.940505981445,160.311004638672,160.311004638672,44994000
106,AMZN,2021-06-07,159.866500854492,160.399993896484,158.610000610352,159.900497436523,159.900497436523,44316000
107,AMZN,2021-06-08,161.130493164063,163.976501464844,160.900497436523,163.205505371094,163.205505371094,68334000
108,AMZN,2021-06-09,163.643493652344,164.878997802734,163.535003662109,164.057495117188,164.057495117188,49110000
109,AMZN,2021-06-10,164.100494384766,167.550003051758,164.057495117188,167.482498168945,167.482498168945,69530000
110,AMZN,2021-06-11,167.482498168945,168.328994750977,166.672500610352,167.341506958008,167.341506958008,56348000
111,AMZN,2021-06-14,167.341506958008,169.25,166.774993896484,169.193496704102,169.193496704102,51394000
112,AMZN,2021-06-15,169.199996948242,169.849502563477,168.155502319336,169.156494140625,169.156494140625,48524000
113,AMZN,2021-06-16,169.600006103516,171.317504882813,168.026504516602,170.762496948242,170.762496948242,84056000
114,AMZN,2021-06-17,170.158996582031,174.860000610352,170.050003051758,174.462005615234,174.462005615234,102730000
115,AMZN,2021-06-18,173.999496459961,175.350006103516,173.685501098633,174.345001220703,174.345001220703,104954000
116,AMZN,2021-06-21,173.820999145508,174.100006103516,171.699996948242,172.697998046875,172.697998046875,65542000
117,AMZN,2021-06-22,172.90299987793,176.188995361328,172.804504394531,175.272003173828,175.272003173828,66902000
118,AMZN,2021-06-23,175.25,176.050003051758,174.160003662109,175.190994262695,175.190994262695,56266000
119,AMZN,2021-06-24,175.38200378418,176.24299621582,171.542495727539,172.453994750977,172.453994750977,76640000
120,AMZN,2021-06-25,173.199996948242,173.240997314453,169.708999633789,170.072998046875,170.072998046875,78820000
121,AMZN,2021-06-28,170.800003051758,172.399993896484,170.675506591797,172.19450378418,172.19450378418,44856000
122,AMZN,2021-06-29,171.940994262695,172.801498413086,171.151504516602,172.406997680664,172.406997680664,41968000
123,AMZN,2021-06-30,172.052993774414,173.580001831055,171.75,172.007995605469,172.007995605469,48080000
124,AMZN,2021-07-01,171.730499267578,172.850006103516,170.470993041992,171.648498535156,171.648498535156,40742000
125,AMZN,2021-07-02,172.582000732422,175.585998535156,171.845993041992,175.54899597168,175.54899597168,63388000
126,AMZN,2021-07-06,176.505493164063,184.274002075195,176.449996948242,183.787002563477,183.787002563477,134896000
127,AMZN,2021-07-07,185.869003295898,186.710006713867,183.945495605469,184.828994750977,184.828994750977,106562000
128,AMZN,2021-07-08,182.177993774414,187.999496459961,181.055999755859,186.570495605469,186.570495605469,103612000
129,AMZN,2021-07-09,186.126007080078,187.399993896484,184.669998168945,185.966995239258,185.966995239258,74964000
130,AMZN,2021-07-12,187.199996948242,187.864501953125,184.839492797852,185.927505493164,185.927505493164,51432000
131,AMZN,2021-07-13,185.104995727539,188.654006958008,183.565994262695,183.86799621582,183.86799621582,76918000
132,AMZN,2021-07-14,185.442504882813,185.882995605469,183.04150390625,184.083999633789,184.083999633789,65932000
133,AMZN,2021-07-15,184.710006713867,184.770004272461,181.046005249023,181.559997558594,181.559997558594,63706000
134,AMZN,2021-07-16,181.665496826172,182.302993774414,178.522994995117,178.681503295898,178.681503295898,80874000
135,AMZN,2021-07-19,176.628997802734,177.510498046875,174.957992553711,177.479507446289,177.479507446289,75692000
136,AMZN,2021-07-20,178.365997314453,179.600006103516,175.899993896484,178.65950012207,178.65950012207,65114000
137,AMZN,2021-07-21,178.819000244141,179.322494506836,177.182006835938,179.259994506836,179.259994506836,46380000
138,AMZN,2021-07-22,179.36149597168,182.001007080078,179.113494873047,181.901504516602,181.901504516602,65308000
139,AMZN,2021-07-23,182,183.30549621582,181.102005004883,182.832000732422,182.832000732422,48726000
140,AMZN,2021-07-26,183.658493041992,185.60400390625,182.362503051758,184.990997314453,184.990997314453,58002000
141,AMZN,2021-07-27,184.925003051758,184.925003051758,179.307495117188,181.31950378418,181.31950378418,82638000
142,AMZN,2021-07-28,181.688995361328,182.921005249023,180.050003051758,181.516006469727,181.516006469727,59988000
143,AMZN,2021-07-29,181.387496948242,181.897506713867,179.000503540039,179.996002197266,179.996002197266,110400000
144,AMZN,2021-07-30,167.397506713867,168.406997680664,165.348999023438,166.379501342773,166.379501342773,199312000
145,AMZN,2021-08-02,167.654998779297,167.945999145508,165.850006103516,166.574005126953,166.574005126953,67078000
146,AMZN,2021-08-03,167.035995483398,169.550003051758,164.988494873047,168.311996459961,168.311996459961,83146000
147,AMZN,2021-08-04,168.967498779297,169.444000244141,167.27799987793,167.735992431641,167.735992431641,43678000
148,AMZN,2021-08-05,167.811004638672,169.449996948242,167.046005249023,168.799499511719,168.799499511719,48670000
149,AMZN,2021-08-06,168.75,168.75,166.451995849609,167.246994018555,167.246994018555,52752000
150,AMZN,2021-08-09,167.18049621582,167.744003295898,166.425994873047,167.093505859375,167.093505859375,42964000
151,AMZN,2021-08-10,167.250503540039,167.899993896484,165.75,166.033996582031,166.033996582031,48252000
152,AMZN,2021-08-11,166.572494506836,166.884994506836,163.889495849609,164.605499267578,164.605499267578,58944000
153,AMZN,2021-08-12,164.5,165.725494384766,163.483505249023,165.175003051758,165.175003051758,46282000
154,AMZN,2021-08-13,165.283493041992,165.303497314453,164.149993896484,164.698501586914,164.698501586914,41134000
155,AMZN,2021-08-16,164.149993896484,165,160.556503295898,164.949493408203,164.949493408203,66394000
156,AMZN,2021-08-17,163.875,164.024505615234,161.283996582031,162.098007202148,162.098007202148,67758000
157,AMZN,2021-08-18,162.099502563477,162.705001831055,160,160.061004638672,160.061004638672,56086000
158,AMZN,2021-08-19,159.70100402832,161.649993896484,159.123001098633,159.387496948242,159.387496948242,75658000
159,AMZN,2021-08-20,160.193496704102,160.390502929688,158.787994384766,159.997497558594,159.997497558594,67168000
160,AMZN,2021-08-23,160.595001220703,164.044998168945,160.500503540039,163.293502807617,163.293502807617,65362000
161,AMZN,2021-08-24,164,165.774505615234,163.72900390625,165.289001464844,165.289001464844,51036000
162,AMZN,2021-08-25,165.493499755859,166.050003051758,164.307495117188,164.958999633789,164.958999633789,33606000
163,AMZN,2021-08-26,164.949996948242,166.600006103516,164.800003051758,165.800003051758,165.800003051758,41976000
164,AMZN,2021-08-27,166.661499023438,167.615997314453,165.6875,167.481506347656,167.481506347656,48048000
165,AMZN,2021-08-30,167.871505737305,172.25,167.761001586914,171.078506469727,171.078506469727,63844000
166,AMZN,2021-08-31,171.240005493164,173.628997802734,169.779495239258,173.539505004883,173.539505004883,87128000
167,AMZN,2021-09-01,174.820007324219,176.350006103516,173.761993408203,173.949996948242,173.949996948242,72598000
168,AMZN,2021-09-02,174.738006591797,175.598007202148,172.75,173.156005859375,173.156005859375,58474000
169,AMZN,2021-09-03,172.600006103516,174.133499145508,171.822006225586,173.902496337891,173.902496337891,51514000
170,AMZN,2021-09-07,173.899993896484,176.404495239258,173.84700012207,175.464492797852,175.464492797852,54758000
171,AMZN,2021-09-08,175.582504272461,177.281494140625,174.783493041992,176.274993896484,176.274993896484,61068000
172,AMZN,2021-09-09,176.300994873047,177.499496459961,174.018493652344,174.207992553711,174.207992553711,54384000
173,AMZN,2021-09-10,175.091506958008,175.422500610352,173.145492553711,173.457504272461,173.457504272461,47946000
174,AMZN,2021-09-13,174.139999389648,174.897994995117,171.899993896484,172.858505249023,172.858505249023,51380000
175,AMZN,2021-09-14,173.777496337891,174.34049987793,171.885498046875,172.5,172.5,38738000
176,AMZN,2021-09-15,172.126007080078,174.27099609375,170.100494384766,173.789505004883,173.789505004883,59150000
177,AMZN,2021-09-16,172.998001098633,174.627502441406,172.307006835938,174.412002563477,174.412002563477,51672000
178,AMZN,2021-09-17,174.420501708984,174.870498657227,172.606506347656,173.126007080078,173.126007080078,92332000
179,AMZN,2021-09-20,169.800003051758,170.949996948242,165.250503540039,167.786499023438,167.786499023438,93382000
180,AMZN,2021-09-21,168.75,168.985000610352,166.619506835938,167.181503295898,167.181503295898,55618000
181,AMZN,2021-09-22,167.550003051758,169.449996948242,167.052505493164,169.002502441406,169.002502441406,48228000
182,AMZN,2021-09-23,169.002502441406,171.447998046875,169.002502441406,170.800003051758,170.800003051758,47588000
183,AMZN,2021-09-24,170.100494384766,171.462997436523,169.669998168945,171.276000976563,171.276000976563,42324000
184,AMZN,2021-09-27,168.574996948242,170.778503417969,166.980499267578,170.289993286133,170.289993286133,72690000
185,AMZN,2021-09-28,167.885498046875,168.459503173828,164.505004882813,165.798004150391,165.798004150391,88616000
186,AMZN,2021-09-29,166.105499267578,167.565002441406,164.893493652344,165.055999755859,165.055999755859,51246000
187,AMZN,2021-09-30,165.800003051758,166.392501831055,163.699493408203,164.251998901367,164.251998901367,56848000
188,AMZN,2021-10-01,164.450500488281,165.45849609375,162.796997070313,164.162994384766,164.162994384766,56712000
189,AMZN,2021-10-04,163.969497680664,163.999496459961,158.8125,159.488998413086,159.488998413086,90462000
190,AMZN,2021-10-05,160.225006103516,163.036499023438,160.123001098633,161.050003051758,161.050003051758,65384000
191,AMZN,2021-10-06,160.676498413086,163.216995239258,159.930999755859,163.100494384766,163.100494384766,50660000
192,AMZN,2021-10-07,164.576995849609,166.287506103516,164.15299987793,165.121505737305,165.121505737305,48182000
193,AMZN,2021-10-08,165.850006103516,166.071502685547,164.410003662109,164.430999755859,164.430999755859,39964000
194,AMZN,2021-10-11,163.75,164.629501342773,161.904998779297,162.315002441406,162.315002441406,40684000
195,AMZN,2021-10-12,162.850006103516,163.376495361328,161.813995361328,162.366500854492,162.366500854492,36392000
196,AMZN,2021-10-13,163.485504150391,164.419006347656,163.054504394531,164.214004516602,164.214004516602,48402000
197,AMZN,2021-10-14,165.122497558594,165.630004882813,164.539001464844,164.99299621582,164.99299621582,42190000
198,AMZN,2021-10-15,165.570999145508,170.52099609375,165.199996948242,170.45100402832,170.45100402832,103598000
199,AMZN,2021-10-18,169.417999267578,172.45849609375,169.255004882813,172.337005615234,172.337005615234,63482000
200,AMZN,2021-10-19,171.714492797852,172.734497070313,171.100006103516,172.207504272461,172.207504272461,47722000
201,AMZN,2021-10-20,172.632995605469,173.143005371094,170.018493652344,170.753005981445,170.753005981445,42796000
202,AMZN,2021-10-21,170.712493896484,172.014007568359,170.149993896484,171.750503540039,171.750503540039,37628000
203,AMZN,2021-10-22,171.050003051758,171.492004394531,166.565002441406,166.777496337891,166.777496337891,62782000
204,AMZN,2021-10-25,166.75,167.389999389648,164.884994506836,166.018493652344,166.018493652344,44520000
205,AMZN,2021-10-26,167.475494384766,170.805999755859,167.199005126953,168.803497314453,168.803497314453,53966000
206,AMZN,2021-10-27,169.399993896484,171.850006103516,168.572494506836,169.624496459961,169.624496459961,54044000
207,AMZN,2021-10-28,170.104995727539,173.949996948242,169.300003051758,172.328506469727,172.328506469727,114174000
208,AMZN,2021-10-29,165.001007080078,168.740997314453,163.666000366211,168.621505737305,168.621505737305,129722000
209,AMZN,2021-11-01,168.089996337891,168.792999267578,164.600997924805,165.905502319336,165.905502319336,72178000
210,AMZN,2021-11-02,165.750503540039,166.555999755859,164.177505493164,165.637496948242,165.637496948242,52552000
211,AMZN,2021-11-03,165.449996948242,169.746002197266,164.876007080078,169.199996948242,169.199996948242,67944000
212,AMZN,2021-11-04,168.5,174.931503295898,168.25,173.850006103516,173.850006103516,107060000
213,AMZN,2021-11-05,173.850006103516,178.3125,173.848999023438,175.949493408203,175.949493408203,99940000
214,AMZN,2021-11-08,176.162002563477,178.949996948242,174.393005371094,174.449005126953,174.449005126953,61480000
215,AMZN,2021-11-09,175.762496948242,179.688507080078,175.071502685547,178.811492919922,178.811492919922,85898000
216,AMZN,2021-11-10,178.193496704102,180.272506713867,173.154495239258,174.102493286133,174.102493286133,80548000
217,AMZN,2021-11-11,175.649993896484,177.162002563477,173.373504638672,173.625,173.625,45288000
218,AMZN,2021-11-12,174.25,177.036499023438,172.352493286133,176.257507324219,176.257507324219,53788000
219,AMZN,2021-11-15,176.850006103516,179.694000244141,176.290496826172,177.283996582031,177.283996582031,58594000
220,AMZN,2021-11-16,176.949996948242,178.824996948242,176.257507324219,177.035003662109,177.035003662109,44342000
221,AMZN,2021-11-17,178.235992431641,179.362503051758,177.267501831055,177.449996948242,177.449996948242,51206000
222,AMZN,2021-11-18,178.317504882813,185.210006713867,178.050003051758,184.802993774414,184.802993774414,114070000
223,AMZN,2021-11-19,185.634506225586,188.107498168945,183.785995483398,183.828506469727,183.828506469727,98734000
224,AMZN,2021-11-22,183.819000244141,185.673004150391,178.375,178.628494262695,178.628494262695,96844000
225,AMZN,2021-11-23,179.251998901367,181.052505493164,176.385498046875,179.001998901367,179.001998901367,73804000
226,AMZN,2021-11-24,178.133499145508,180.682006835938,176.842498779297,179.020492553711,179.020492553711,46560000
227,AMZN,2021-11-26,180.104995727539,181.675003051758,175.207504272461,175.227996826172,175.227996826172,59826000
228,AMZN,2021-11-29,177.38200378418,179.800003051758,176.574996948242,178.078506469727,178.078506469727,65312000
229,AMZN,2021-11-30,178.175003051758,179.288497924805,174.600494384766,175.353500366211,175.353500366211,80022000
230,AMZN,2021-12-01,177.25,177.994003295898,172.080001831055,172.186004638672,172.186004638672,74916000
231,AMZN,2021-12-02,173,174.634994506836,171.1875,171.86799621582,171.86799621582,64726000
232,AMZN,2021-12-03,172.75,173.493499755859,166.929992675781,169.489501953125,169.489501953125,80712000
233,AMZN,2021-12-06,169.649993896484,173.695495605469,166.934494018555,171.368499755859,171.368499755859,68860000
234,AMZN,2021-12-07,174.600006103516,177.499496459961,173.334503173828,176.164505004883,176.164505004883,66410000
235,AMZN,2021-12-08,176.150497436523,177.179992675781,174.750503540039,176.158004760742,176.158004760742,45254000
236,AMZN,2021-12-09,175.75,176.969497680664,174.139495849609,174.171005249023,174.171005249023,46062000
237,AMZN,2021-12-10,175.417007446289,175.927001953125,170.5,172.212005615234,172.212005615234,60690000
238,AMZN,2021-12-13,172,172.100006103516,169.130004882813,169.567504882813,169.567504882813,62170000
239,AMZN,2021-12-14,167.550003051758,169.498992919922,166.440002441406,169.091506958008,169.091506958008,55976000
240,AMZN,2021-12-15,168.598007202148,173.600006103516,165.195007324219,173.315002441406,173.315002441406,75794000
241,AMZN,2021-12-16,173.368499755859,174.166000366211,168.160507202148,168.871002197266,168.871002197266,60876000
242,AMZN,2021-12-17,167.710494995117,170.898498535156,165.613494873047,170.017501831055,170.017501831055,85542000
243,AMZN,2021-12-20,166.850006103516,167.874496459961,165.600006103516,167.078994750977,167.078994750977,57372000
244,AMZN,2021-12-21,167.850494384766,170.716506958008,165.647506713867,170.417007446289,170.417007446289,55956000
245,AMZN,2021-12-22,169.270004272461,172.050003051758,168.500503540039,171.037002563477,171.037002563477,55036000
246,AMZN,2021-12-23,170.427993774414,171.975006103516,170.149993896484,171.068496704102,171.068496704102,36788000
247,AMZN,2021-12-27,171.037002563477,172.942993164063,169.21549987793,169.669494628906,169.669494628906,58688000
248,AMZN,2021-12-28,170.182495117188,172.175994873047,169.135498046875,170.660995483398,170.660995483398,54638000
249,AMZN,2021-12-29,170.839996337891,171.212005615234,168.600494384766,169.20100402832,169.20100402832,35754000
250,AMZN,2021-12-30,169.699996948242,170.888000488281,168.524002075195,168.644500732422,168.644500732422,37584000
251,AMZN,2021-12-31,168.955993652344,169.350006103516,166.558502197266,166.716995239258,166.716995239258,47830000
0,CRM,2021-01-04,222.639999389648,223.75,215.720001220703,220.309997558594,220.309997558594,10319900
1,CRM,2021-01-05,219.490005493164,223,217.990005493164,221.520004272461,221.520004272461,8657200
2,CRM,2021-01-06,218,220.460006713867,215.779998779297,216.149993896484,216.149993896484,9789800
3,CRM,2021-01-07,217.029998779297,220.660003662109,216.5,217.979995727539,217.979995727539,8443100
4,CRM,2021-01-08,220,222.320007324219,219.220001220703,222.039993286133,222.039993286133,7301700
5,CRM,2021-01-11,219.630004882812,220.580001831055,216.229995727539,218.25,218.25,7199000
6,CRM,2021-01-12,218,218.300003051758,214.089996337891,215.520004272461,215.520004272461,10736000
7,CRM,2021-01-13,217,218.899993896484,215.529998779297,218.179992675781,218.179992675781,6839200
8,CRM,2021-01-14,218.229995727539,219.5,215.550003051758,215.600006103516,215.600006103516,6548000
9,CRM,2021-01-15,216.169998168945,217.869995117187,212.990005493164,213.139999389648,213.139999389648,8525600
10,CRM,2021-01-19,215.350006103516,217.279998779297,213.699996948242,216.759994506836,216.759994506836,7753800
11,CRM,2021-01-20,221.990005493164,224.639999389648,219.970001220703,223.440002441406,223.440002441406,9857700
12,CRM,2021-01-21,223.690002441406,224.740005493164,220.820007324219,222.169998168945,222.169998168945,6785900
13,CRM,2021-01-22,224.899993896484,227.789993286133,223.75,225.770004272461,225.770004272461,10186100
14,CRM,2021-01-25,229.690002441406,230.300003051758,221.320007324219,225.919998168945,225.919998168945,8213500
15,CRM,2021-01-26,227.800003051758,227.910003662109,224.539993286133,226.259994506836,226.259994506836,5021000
